Distrito,cabecera.distrital,Partido,Estado,Media,Rango menor,Rango superior
E6D1,COLIMA,RSP,COLIMA,2.96%,-0.03%,5.47%
E6D2,MANZANILLO,RSP,COLIMA,1.51%,0,3.94%
E10D2,GOMEZ PALACIO,RSP,DURANGO,3.38%,0,8.81%
E10D3,GUADALUPE VICTORIA,RSP,DURANGO,2.92%,0,7.52%
E10D1,VICTORIA DE DURANGO,RSP,DURANGO,2.52%,0,9.31%
E10D4,VICTORIA DE DURANGO,RSP,DURANGO,2.51%,0,7.86%
E11D14,ACAMBARO,RSP,GUANAJUATO,5.37%,-0.04%,9.92%
E11D12,CELAYA,RSP,GUANAJUATO,4.37%,1.11%,7.10%
E11D4,GUANAJUATO,RSP,GUANAJUATO,4.22%,-0.24%,7.97%
E11D15,IRAPUATO,RSP,GUANAJUATO,3.73%,1.30%,5.76%
E11D9,IRAPUATO,RSP,GUANAJUATO,2.30%,0,5.59%
E11D11,LEON,RSP,GUANAJUATO,2.08%,0,4.98%
E11D3,LEON,RSP,GUANAJUATO,1.53%,0,6.17%
E11D5,LEON,RSP,GUANAJUATO,1.31%,0,5.59%
E11D6,LEON,RSP,GUANAJUATO,1.64%,0,6.14%
E11D8,SALAMANCA,RSP,GUANAJUATO,6.41%,1.72%,10.35%
E11D7,SAN FRANCISCO DEL RINCON,RSP,GUANAJUATO,3.59%,0,8.45%
E11D1,SAN LUIS DE LA PAZ,RSP,GUANAJUATO,3.80%,0,8.79%
E11D2,SAN MIGUEL DE ALLENDE,RSP,GUANAJUATO,4.58%,0.76%,7.79%
E11D10,URIANGATO,RSP,GUANAJUATO,5.10%,-0.18%,9.53%
E11D13,VALLE DE SANTIAGO,RSP,GUANAJUATO,7.50%,3.31%,11.02%
E12D4,ACAPULCO,RSP,GUERRERO,1.79%,0,5.23%
E12D9,ACAPULCO,RSP,GUERRERO,2.62%,0,6.37%
E12D8,AYUTLA DE LOS LIBRES,RSP,GUERRERO,5.69%,0,12.27%
E12D1,CD. ALTAMIRANO,RSP,GUERRERO,5.14%,0,13.73%
E12D6,CHILAPA,RSP,GUERRERO,4.56%,0,11.78%
E12D7,CHILPANCINGO,RSP,GUERRERO,4.61%,-0.21%,8.65%
E12D2,IGUALA,RSP,GUERRERO,4.58%,1.65%,7.05%
E12D5,TLAPA,RSP,GUERRERO,2.43%,0,7.10%
E12D3,ZIHUATANEJO,RSP,GUERRERO,4.47%,0,12.46%
E13D3,ACTOPAN,RSP,HIDALGO,9.32%,7.73%,10.65%
E13D1,HUEJUTLA DE REYES,RSP,HIDALGO,4.58%,2.02%,6.73%
E1D2,AGUASCALIENTES,PT,AGUASCALIENTES,3.34%,2.84%,3.76%
E1D3,AGUASCALIENTES,PT,AGUASCALIENTES,2.76%,2.24%,3.19%
E1D1,JESUS MARIA,PT,AGUASCALIENTES,3.05%,2.60%,3.42%
E2D3,ENSENADA,PT,BAJA CALIFORNIA,7.44%,5.41%,9.16%
E2D1,MEXICALI,PT,BAJA CALIFORNIA,2.03%,0.54%,3.28%
E2D2,MEXICALI,PT,BAJA CALIFORNIA,2.41%,0.28%,4.20%
E2D7,MEXICALI,PT,BAJA CALIFORNIA,3.30%,2.09%,4.32%
E2D4,TIJUANA,PT,BAJA CALIFORNIA,5.39%,3.91%,6.64%
E2D5,TIJUANA,PT,BAJA CALIFORNIA,3.83%,1.71%,5.61%
E2D6,TIJUANA,PT,BAJA CALIFORNIA,3.78%,2.09%,5.20%
E2D8,TIJUANA,PT,BAJA CALIFORNIA,3.93%,3.25%,4.50%
E3D1,LA PAZ,PT,BAJA CALIFORNIA SUR,3.37%,0.96%,5.39%
E3D2,SAN JOSE DEL CABO,PT,BAJA CALIFORNIA SUR,11.68%,7.50%,15.19%
E4D2,CIUDAD DEL CARMEN,PT,CAMPECHE,2.40%,0.86%,3.69%
E4D1,SAN FRANCISCO DE CAMPECHE,PT,CAMPECHE,3.33%,1.27%,5.07%
E7D2,BOCHIL,PT,CHIAPAS,5.05%,3.59%,6.28%
E7D8,COMITAN DE DOMINGUEZ,PT,CHIAPAS,4.45%,4.04%,4.80%
E7D13,HUEHUETAN,PT,CHIAPAS,7.66%,5.70%,9.30%
E7D11,LAS MARGARITAS,PT,CHIAPAS,5.05%,4.22%,5.74%
E7D3,OCOSINGO,PT,CHIAPAS,4.09%,3.31%,4.74%
E7D1,PALENQUE,PT,CHIAPAS,4.67%,3.95%,5.28%
E7D4,PICHUCALCO,PT,CHIAPAS,3.77%,2.53%,4.81%
E7D5,SAN CRISTOBAL DE LAS CASAS,PT,CHIAPAS,3.02%,1.27%,4.48%
E7D12,TAPACHULA,PT,CHIAPAS,3.68%,1.71%,5.33%
E7D7,TONALA,PT,CHIAPAS,6.71%,4.68%,8.42%
E7D6,TUXTLA GUTIERREZ,PT,CHIAPAS,3.34%,2.21%,4.29%
E7D9,TUXTLA GUTIERREZ,PT,CHIAPAS,4.82%,2.56%,6.73%
E7D10,VILLAFLORES,PT,CHIAPAS,2.82%,1.19%,4.20%
E8D6,CHIHUAHUA,PT,CHIHUAHUA,1.32%,-0.05%,2.47%
E8D8,CHIHUAHUA,PT,CHIHUAHUA,3.03%,2.18%,3.75%
E8D7,CUAUHTEMOC,PT,CHIHUAHUA,1.84%,0.76%,2.75%
E8D5,DELICIAS,PT,CHIHUAHUA,2.64%,1.30%,3.76%
E8D9,HIDALGO DEL PARRAL,PT,CHIHUAHUA,1.35%,0.78%,1.83%
E8D1,JUAREZ,PT,CHIHUAHUA,4.31%,3.32%,5.14%
E8D2,JUAREZ,PT,CHIHUAHUA,3.52%,2.72%,4.20%
E8D3,JUAREZ,PT,CHIHUAHUA,3.16%,2.11%,4.04%
E8D4,JUAREZ,PT,CHIHUAHUA,2.98%,1.85%,3.92%
E9D16,ALVARO OBREGON,PT,CIUDAD DE MÉXICO,3.31%,2.24%,4.22%
E9D3,AZCAPOTZALCO,PT,CIUDAD DE MÉXICO,1.89%,0.96%,2.68%
E9D15,BENITO JUAREZ,PT,CIUDAD DE MÉXICO,0.27%,0,2.08%
E9D23,COYOACAN,PT,CIUDAD DE MÉXICO,2.62%,1.54%,3.53%
E9D24,COYOACAN,PT,CIUDAD DE MÉXICO,2.00%,1.04%,2.81%
E9D17,CUAJIMALPA DE MORELOS,PT,CIUDAD DE MÉXICO,1.65%,0.28%,2.81%
E9D12,CUAUHTEMOC,PT,CIUDAD DE MÉXICO,1.38%,-0.02%,2.54%
E9D8,CUAUHTEMOC,PT,CIUDAD DE MÉXICO,2.02%,1.33%,2.59%
E9D1,GUSTAVO A. MADERO,PT,CIUDAD DE MÉXICO,3.34%,2.53%,4.02%
E9D2,GUSTAVO A. MADERO,PT,CIUDAD DE MÉXICO,2.05%,0.69%,3.19%
E9D7,GUSTAVO A. MADERO,PT,CIUDAD DE MÉXICO,2.65%,1.56%,3.57%
E9D13,IZTACALCO,PT,CIUDAD DE MÉXICO,2.65%,0.95%,4.08%
E9D18,IZTAPALAPA,PT,CIUDAD DE MÉXICO,3.69%,2.35%,4.81%
E9D19,IZTAPALAPA,PT,CIUDAD DE MÉXICO,5.79%,4.64%,6.76%
E9D20,IZTAPALAPA,PT,CIUDAD DE MÉXICO,4.56%,3.02%,5.85%
E9D22,IZTAPALAPA,PT,CIUDAD DE MÉXICO,4.47%,3.24%,5.50%
E9D4,IZTAPALAPA,PT,CIUDAD DE MÉXICO,4.61%,3.65%,5.42%
E9D6,LA MAGDALENA CONTRERAS,PT,CIUDAD DE MÉXICO,2.54%,0.96%,3.87%
E9D10,MIGUEL HIDALGO,PT,CIUDAD DE MÉXICO,1.39%,0,2.97%
E9D9,TLAHUAC,PT,CIUDAD DE MÉXICO,3.18%,2.59%,3.67%
E9D14,TLALPAN,PT,CIUDAD DE MÉXICO,2.75%,1.73%,3.61%
E9D5,TLALPAN,PT,CIUDAD DE MÉXICO,2.38%,1.20%,3.37%
E9D11,VENUSTIANO CARRANZA,PT,CIUDAD DE MÉXICO,2.54%,1.42%,3.48%
E9D21,XOCHIMILCO,PT,CIUDAD DE MÉXICO,3.28%,2.21%,4.17%
E5D3,MONCLOVA,PT,COAHUILA,2.38%,2.12%,2.60%
E5D1,PIEDRAS NEGRAS,PT,COAHUILA,2.10%,1.84%,2.33%
E5D4,SALTILLO,PT,COAHUILA,2.04%,1.65%,2.36%
E5D7,SALTILLO,PT,COAHUILA,2.40%,1.54%,3.12%
E5D2,SAN PEDRO,PT,COAHUILA,3.17%,2.73%,3.54%
E5D5,TORREON,PT,COAHUILA,2.12%,0.87%,3.16%
E5D6,TORREON,PT,COAHUILA,1.81%,1.36%,2.19%
E6D1,COLIMA,PT,COLIMA,4.59%,3.75%,5.30%
E6D2,MANZANILLO,PT,COLIMA,3.74%,2.88%,4.46%
E10D2,GOMEZ PALACIO,PT,DURANGO,2.51%,1.40%,3.43%
E10D3,GUADALUPE VICTORIA,PT,DURANGO,5.64%,4.31%,6.75%
E10D1,VICTORIA DE DURANGO,PT,DURANGO,6.48%,3.90%,8.65%
E10D4,VICTORIA DE DURANGO,PT,DURANGO,10.15%,7.15%,12.67%
E11D14,ACAMBARO,PT,GUANAJUATO,2.33%,1.27%,3.21%
E11D12,CELAYA,PT,GUANAJUATO,3.05%,0.97%,4.79%
E11D4,GUANAJUATO,PT,GUANAJUATO,1.74%,1.05%,2.31%
E11D15,IRAPUATO,PT,GUANAJUATO,2.69%,1.88%,3.37%
E11D9,IRAPUATO,PT,GUANAJUATO,1.41%,0.74%,1.98%
E11D11,LEON,PT,GUANAJUATO,2.58%,0.26%,4.53%
E11D3,LEON,PT,GUANAJUATO,1.57%,0.10%,2.80%
E11D5,LEON,PT,GUANAJUATO,0.99%,-0.13%,1.92%
E11D6,LEON,PT,GUANAJUATO,1.26%,0.36%,2.01%
E11D8,SALAMANCA,PT,GUANAJUATO,3.16%,2.41%,3.78%
E11D7,SAN FRANCISCO DEL RINCON,PT,GUANAJUATO,1.58%,0.82%,2.21%
E11D1,SAN LUIS DE LA PAZ,PT,GUANAJUATO,3.80%,2.21%,5.13%
E11D2,SAN MIGUEL DE ALLENDE,PT,GUANAJUATO,2.98%,1.98%,3.82%
E11D10,URIANGATO,PT,GUANAJUATO,2.17%,0.84%,3.29%
E11D13,VALLE DE SANTIAGO,PT,GUANAJUATO,2.67%,1.77%,3.42%
E12D4,ACAPULCO,PT,GUERRERO,4.08%,2.65%,5.29%
E12D9,ACAPULCO,PT,GUERRERO,4.33%,2.61%,5.77%
E12D8,AYUTLA DE LOS LIBRES,PT,GUERRERO,4.87%,3.33%,6.17%
E12D1,CD. ALTAMIRANO,PT,GUERRERO,1.07%,0,2.59%
E12D6,CHILAPA,PT,GUERRERO,6.33%,4.31%,8.03%
E12D7,CHILPANCINGO,PT,GUERRERO,4.92%,3.57%,6.04%
E12D2,IGUALA,PT,GUERRERO,4.37%,2.92%,5.58%
E12D5,TLAPA,PT,GUERRERO,13.05%,7.57%,17.65%
E12D3,ZIHUATANEJO,PT,GUERRERO,1.04%,0,2.82%
E13D3,ACTOPAN,PT,HIDALGO,4.46%,2.44%,6.16%
E13D1,HUEJUTLA DE REYES,PT,HIDALGO,3.00%,0.37%,5.21%
E13D2,IXMIQUILPAN,PT,HIDALGO,5.54%,4.07%,6.77%
E13D6,PACHUCA DE SOTO,PT,HIDALGO,2.08%,0.73%,3.20%
E13D7,TEPEAPULCO,PT,HIDALGO,3.15%,1.85%,4.24%
E13D5,TULA DE ALLENDE,PT,HIDALGO,2.51%,1.26%,3.57%
E13D4,TULANCINGO DE BRAVO,PT,HIDALGO,3.38%,2.18%,4.38%
E14D18,AUTLAN DE NAVARRO,PT,JALISCO,1.46%,0.73%,2.07%
E14D19,CIUDAD GUZMAN,PT,JALISCO,2.80%,1.78%,3.66%
E14D11,GUADALAJARA,PT,JALISCO,2.55%,1.72%,3.25%
E14D14,GUADALAJARA,PT,JALISCO,2.10%,1.44%,2.65%
E14D8,GUADALAJARA,PT,JALISCO,1.94%,1.35%,2.43%
E14D9,GUADALAJARA,PT,JALISCO,2.58%,1.92%,3.14%
E14D17,JOCOTEPEC,PT,JALISCO,3.24%,2.22%,4.09%
E14D15,LA BARCA,PT,JALISCO,2.44%,1.61%,3.14%
E14D2,LAGOS DE MORENO,PT,JALISCO,1.26%,0.02%,2.29%
E14D5,PUERTO VALLARTA,PT,JALISCO,2.69%,1.67%,3.54%
E14D12,SANTA CRUZ DE LAS FLORES,PT,JALISCO,1.50%,0.66%,2.20%
E14D3,TEPATITLAN DE MORELOS,PT,JALISCO,1.51%,0.83%,2.08%
E14D1,TEQUILA,PT,JALISCO,3.39%,1.40%,5.05%
E14D13,TLAQUEPAQUE,PT,JALISCO,2.15%,1.25%,2.90%
E14D16,TLAQUEPAQUE,PT,JALISCO,2.24%,1.22%,3.10%
E14D20,TONALA,PT,JALISCO,2.41%,0.87%,3.70%
E14D7,TONALA,PT,JALISCO,2.84%,1.83%,3.68%
E14D10,ZAPOPAN,PT,JALISCO,0.40%,0,1.31%
E14D4,ZAPOPAN,PT,JALISCO,1.26%,0.55%,1.86%
E14D6,ZAPOPAN,PT,JALISCO,1.24%,0.74%,1.67%
E16D12,APATZINGAN DE LA CONSTITUCION,PT,MICHOACÁN,6.14%,4.45%,7.55%
E16D6,CIUDAD HIDALGO,PT,MICHOACÁN,5.55%,4.13%,6.75%
E16D3,HEROICA ZITACUARO,PT,MICHOACÁN,7.73%,6.04%,9.15%
E16D4,JIQUILPAN DE JUAREZ,PT,MICHOACÁN,4.69%,3.51%,5.68%
E16D1,LAZARO CARDENAS,PT,MICHOACÁN,5.68%,4.05%,7.05%
E16D10,MORELIA,PT,MICHOACÁN,5.52%,4.43%,6.44%
E16D8,MORELIA,PT,MICHOACÁN,5.74%,4.71%,6.61%
E16D11,PATZCUARO,PT,MICHOACÁN,6.76%,5.48%,7.84%
E16D2,PURUANDIRO,PT,MICHOACÁN,9.40%,8.05%,10.53%
E16D9,URUAPAN DEL PROGRESO,PT,MICHOACÁN,5.60%,4.71%,6.35%
E16D7,ZACAPU,PT,MICHOACÁN,5.45%,4.39%,6.33%
E16D5,ZAMORA DE HIDALGO,PT,MICHOACÁN,5.94%,4.99%,6.73%
E17D3,CUAUTLA,PT,MORELOS,6.50%,5.54%,7.30%
E17D1,CUERNAVACA,PT,MORELOS,4.84%,3.94%,5.60%
E17D2,JIUTEPEC,PT,MORELOS,6.05%,5.15%,6.81%
E17D4,JOJUTLA,PT,MORELOS,7.48%,5.99%,8.72%
E17D5,YAUTEPEC,PT,MORELOS,6.66%,5.70%,7.46%
E15D21,AMECAMECA DE JUAREZ,PT,MÉXICO,3.17%,1.87%,4.26%
E15D3,ATLACOMULCO DE FABELA,PT,MÉXICO,6.34%,5.24%,7.27%
E15D20,CD. NEZAHUALCOYOTL,PT,MÉXICO,1.29%,0.14%,2.26%
E15D29,CD. NEZAHUALCOYOTL,PT,MÉXICO,2.70%,1.52%,3.68%
E15D31,CD. NEZAHUALCOYOTL,PT,MÉXICO,1.78%,0.61%,2.76%
E15D33,CHALCO DE DIAZ COVARRUBIAS,PT,MÉXICO,2.54%,1.46%,3.44%
E15D25,CHIMALHUACAN,PT,MÉXICO,2.42%,1.67%,3.05%
E15D30,CHIMALHUACAN,PT,MÉXICO,2.94%,2.00%,3.72%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,PT,MÉXICO,1.72%,0.90%,2.41%
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,PT,MÉXICO,1.57%,0.73%,2.28%
E15D6,COACALCO DE BERRIOZABAL,PT,MÉXICO,3.15%,2.46%,3.73%
E15D37,CUAUTITLAN,PT,MÉXICO,3.08%,1.98%,4.01%
E15D7,CUAUTITLAN IZCALLI,PT,MÉXICO,3.53%,2.10%,4.73%
E15D10,ECATEPEC DE MORELOS,PT,MÉXICO,2.84%,2.03%,3.52%
E15D11,ECATEPEC DE MORELOS,PT,MÉXICO,2.85%,2.12%,3.46%
E15D13,ECATEPEC DE MORELOS,PT,MÉXICO,2.53%,1.78%,3.15%
E15D16,ECATEPEC DE MORELOS,PT,MÉXICO,3.06%,2.44%,3.58%
E15D17,ECATEPEC DE MORELOS,PT,MÉXICO,2.73%,2.14%,3.23%
E15D18,HUIXQUILUCAN DE DEGOLLADO,PT,MÉXICO,2.11%,0.57%,3.41%
E15D12,IXTAPALUCA,PT,MÉXICO,2.41%,1.44%,3.22%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,PT,MÉXICO,3.26%,2.44%,3.95%
E15D23,LERMA DE VILLADA,PT,MÉXICO,4.81%,4.20%,5.32%
E15D39,LOS REYES ACAQUILPAN,PT,MÉXICO,3.20%,2.57%,3.73%
E15D27,METEPEC,PT,MÉXICO,6.68%,4.57%,8.45%
E15D22,NAUCALPAN DE JUAREZ,PT,MÉXICO,2.10%,-0.25%,4.07%
E15D24,NAUCALPAN DE JUAREZ,PT,MÉXICO,2.62%,0.64%,4.28%
E15D4,NICOLAS ROMERO,PT,MÉXICO,3.29%,1.38%,4.89%
E15D41,OJO DE AGUA,PT,MÉXICO,3.23%,2.21%,4.09%
E15D9,SAN FELIPE DEL PROGRESO,PT,MÉXICO,3.51%,1.83%,4.91%
E15D40,SAN MIGUEL ZINACANTEPEC,PT,MÉXICO,6.64%,4.95%,8.06%
E15D2,SANTA MARIA TULTEPEC,PT,MÉXICO,2.41%,1.60%,3.09%
E15D36,TEJUPILCO DE HIDALGO,PT,MÉXICO,3.59%,2.67%,4.37%
E15D35,TENANCINGO DE DEGOLLADO,PT,MÉXICO,6.04%,5.16%,6.78%
E15D5,TEOTIHUACAN DE ARISTA,PT,MÉXICO,4.46%,3.53%,5.23%
E15D38,TEXCOCO DE MORA,PT,MÉXICO,2.46%,1.96%,2.87%
E15D19,TLALNEPANTLA DE BAZ,PT,MÉXICO,2.02%,0.78%,3.07%
E15D26,TOLUCA DE LERDO,PT,MÉXICO,3.27%,2.38%,4.01%
E15D34,TOLUCA DE LERDO,PT,MÉXICO,3.32%,2.34%,4.14%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,PT,MÉXICO,2.65%,2.09%,3.12%
E15D32,VALLE DE CHALCO SOLIDARIDAD,PT,MÉXICO,1.66%,0.95%,2.25%
E15D28,ZUMPANGO DE OCAMPO,PT,MÉXICO,2.23%,1.78%,2.61%
E18D3,COMPOSTELA,PT,NAYARIT,2.87%,2.21%,3.42%
E18D1,SANTIAGO IXCUINTLA,PT,NAYARIT,4.57%,3.46%,5.50%
E18D2,TEPIC,PT,NAYARIT,4.38%,3.02%,5.51%
E19D2,APODACA,PT,NUEVO LEÓN,2.87%,1.29%,4.20%
E19D12,BENITO JUAREZ,PT,NUEVO LEÓN,3.68%,3.08%,4.20%
E19D7,GARCIA,PT,NUEVO LEÓN,4.70%,3.73%,5.51%
E19D3,GRAL. ESCOBEDO,PT,NUEVO LEÓN,4.02%,3.44%,4.50%
E19D11,GUADALUPE,PT,NUEVO LEÓN,2.76%,2.39%,3.07%
E19D8,GUADALUPE,PT,NUEVO LEÓN,4.14%,3.31%,4.84%
E19D9,LINARES,PT,NUEVO LEÓN,4.65%,3.69%,5.46%
E19D10,MONTERREY,PT,NUEVO LEÓN,2.30%,1.48%,3.00%
E19D5,MONTERREY,PT,NUEVO LEÓN,11.65%,7.34%,15.27%
E19D6,MONTERREY,PT,NUEVO LEÓN,3.98%,2.38%,5.32%
E19D4,SAN NICOLAS DE LOS GARZA,PT,NUEVO LEÓN,2.79%,1.50%,3.88%
E19D1,SANTA CATARINA,PT,NUEVO LEÓN,1.56%,0.83%,2.17%
E20D7,CIUDAD IXTEPEC,PT,OAXACA,4.92%,3.47%,6.13%
E20D3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,PT,OAXACA,6.61%,5.54%,7.51%
E20D6,HEROICA CIUDAD DE TLAXIACO,PT,OAXACA,6.44%,5.04%,7.62%
E20D10,MIAHUATLAN DE PORFIRIO DIAZ,PT,OAXACA,5.05%,3.93%,6.00%
E20D8,OAXACA DE JUAREZ,PT,OAXACA,4.59%,3.09%,5.86%
E20D9,PUERTO ESCONDIDO,PT,OAXACA,4.98%,3.69%,6.06%
E20D5,SALINA CRUZ,PT,OAXACA,6.90%,5.87%,7.77%
E20D1,SAN JUAN BAUTISTA TUXTEPEC,PT,OAXACA,4.60%,3.41%,5.60%
E20D2,TEOTITLAN DE FLORES MAGON,PT,OAXACA,5.23%,4.24%,6.06%
E20D4,TLACOLULA DE MATAMOROS,PT,OAXACA,7.32%,5.69%,8.68%
E21D14,ACATLAN DE OSORIO,PT,PUEBLA,6.00%,5.18%,6.68%
E21D4,AJALPAN,PT,PUEBLA,3.71%,2.53%,4.70%
E21D13,ATLIXCO,PT,PUEBLA,2.05%,1.55%,2.48%
E21D10,CHOLULA DE RIVADAVIA,PT,PUEBLA,2.42%,1.85%,2.89%
E21D8,CIUDAD SERDAN,PT,PUEBLA,2.88%,2.64%,3.08%
E21D2,CUAUTILULCO BARRIO,PT,PUEBLA,3.32%,2.46%,4.04%
E21D11,HEROICA PUEBLA DE ZARAGOZA,PT,PUEBLA,3.93%,3.54%,4.26%
E21D12,HEROICA PUEBLA DE ZARAGOZA,PT,PUEBLA,3.60%,3.24%,3.90%
E21D6,HEROICA PUEBLA DE ZARAGOZA,PT,PUEBLA,3.17%,2.75%,3.53%
E21D9,HEROICA PUEBLA DE ZARAGOZA,PT,PUEBLA,2.93%,2.19%,3.55%
E21D1,HUAUCHINANGO DE DEGOLLADO,PT,PUEBLA,2.41%,1.78%,2.94%
E21D5,SAN MARTIN TEXMELUCAN DE LABASTIDA,PT,PUEBLA,5.22%,4.82%,5.55%
E21D15,TEHUACAN,PT,PUEBLA,3.86%,3.55%,4.12%
E21D7,TEPEACA,PT,PUEBLA,2.97%,2.74%,3.17%
E21D3,TEZIUTLAN,PT,PUEBLA,3.01%,1.89%,3.95%
E22D1,CADEREYTA DE MONTES,PT,QUERÉTARO,2.54%,1.63%,3.30%
E22D5,EL PUEBLITO,PT,QUERÉTARO,3.55%,2.87%,4.12%
E22D2,SAN JUAN DEL RIO,PT,QUERÉTARO,2.73%,2.05%,3.31%
E22D3,SANTIAGO DE QUERETARO,PT,QUERÉTARO,1.89%,1.30%,2.38%
E22D4,SANTIAGO DE QUERETARO,PT,QUERÉTARO,1.79%,1.26%,2.24%
E23D3,CANCUN,PT,QUINTANA ROO,3.38%,2.80%,3.87%
E23D4,CANCUN,PT,QUINTANA ROO,4.69%,4.11%,5.19%
E23D2,CHETUMAL,PT,QUINTANA ROO,3.14%,2.00%,4.10%
E23D1,PLAYA DEL CARMEN,PT,QUINTANA ROO,2.92%,1.42%,4.17%
E24D4,CIUDAD VALLES,PT,SAN LUIS POTOSÍ,4.79%,4.27%,5.23%
E24D1,MATEHUALA,PT,SAN LUIS POTOSÍ,6.74%,5.76%,7.57%
E24D3,RIOVERDE,PT,SAN LUIS POTOSÍ,5.44%,4.59%,6.16%
E24D5,SAN LUIS POTOSI,PT,SAN LUIS POTOSÍ,4.17%,3.06%,5.09%
E24D6,SAN LUIS POTOSI,PT,SAN LUIS POTOSÍ,4.94%,3.26%,6.35%
E24D2,SOLEDAD DE GRACIANO SANCHEZ,PT,SAN LUIS POTOSÍ,4.57%,2.80%,6.05%
E24D7,TAMAZUNCHALE,PT,SAN LUIS POTOSÍ,3.09%,2.14%,3.89%
E25D5,CULIACAN DE ROSALES,PT,SINALOA,3.19%,2.81%,3.51%
E25D7,CULIACAN DE ROSALES,PT,SINALOA,4.12%,3.56%,4.59%
E25D3,GUAMUCHIL,PT,SINALOA,2.85%,2.70%,2.98%
E25D4,GUASAVE,PT,SINALOA,2.47%,1.77%,3.05%
E25D2,LOS MOCHIS,PT,SINALOA,2.12%,1.83%,2.36%
E25D1,MAZATLAN,PT,SINALOA,2.31%,1.79%,2.75%
E25D6,MAZATLAN,PT,SINALOA,2.96%,2.34%,3.49%
E26D6,CD. OBREGON,PT,SONORA,1.89%,0.24%,3.26%
E26D4,GUAYMAS,PT,SONORA,3.09%,1.94%,4.04%
E26D3,HERMOSILLO,PT,SONORA,2.12%,1.40%,2.72%
E26D5,HERMOSILLO,PT,SONORA,2.00%,1.07%,2.79%
E26D7,NAVOJOA,PT,SONORA,1.90%,0.77%,2.85%
E26D2,NOGALES,PT,SONORA,3.05%,2.28%,3.69%
E26D1,SAN LUIS RIO COLORADO,PT,SONORA,2.98%,2.55%,3.34%
E27D3,COMALCALCO,PT,TABASCO,1.70%,0.87%,2.40%
E27D2,HEROICA CARDENAS,PT,TABASCO,3.27%,2.39%,4.01%
E27D1,MACUSPANA,PT,TABASCO,2.74%,1.50%,3.78%
E27D5,PARAISO,PT,TABASCO,2.34%,1.26%,3.26%
E27D4,VILLAHERMOSA,PT,TABASCO,2.55%,1.75%,3.21%
E27D6,VILLAHERMOSA,PT,TABASCO,2.16%,1.71%,2.53%
E28D7,CIUDAD MADERO,PT,TAMAULIPAS,2.92%,1.93%,3.75%
E28D6,CIUDAD MANTE,PT,TAMAULIPAS,1.83%,0.70%,2.77%
E28D5,CIUDAD VICTORIA,PT,TAMAULIPAS,1.29%,0.35%,2.09%
E28D4,H. MATAMOROS,PT,TAMAULIPAS,1.70%,0.62%,2.61%
E28D1,NUEVO LAREDO,PT,TAMAULIPAS,0.87%,0,2.55%
E28D2,REYNOSA,PT,TAMAULIPAS,2.40%,0.86%,3.69%
E28D9,REYNOSA,PT,TAMAULIPAS,4.24%,1.52%,6.52%
E28D3,RIO BRAVO,PT,TAMAULIPAS,2.66%,1.07%,3.99%
E28D8,TAMPICO,PT,TAMAULIPAS,2.25%,0,5.32%
E29D1,APIZACO,PT,TLAXCALA,5.16%,3.98%,6.15%
E29D2,TLAXCALA DE XICOHTENCATL,PT,TLAXCALA,9.87%,7.38%,11.96%
E29D3,ZACATELCO,PT,TLAXCALA,8.24%,6.49%,9.71%
E30D9,COATEPEC,PT,VERACRUZ,1.07%,0.55%,1.50%
E30D11,COATZACOALCOS,PT,VERACRUZ,0.83%,0,1.91%
E30D16,CORDOBA,PT,VERACRUZ,0.95%,0,2.24%
E30D17,COSAMALOAPAN,PT,VERACRUZ,1.76%,0.27%,3.00%
E30D20,COSOLEACAQUE,PT,VERACRUZ,1.38%,0.83%,1.84%
E30D13,HUATUSCO,PT,VERACRUZ,2.69%,1.64%,3.57%
E30D7,MARTINEZ DE LA TORRE,PT,VERACRUZ,0.97%,0.40%,1.46%
E30D14,MINATITLAN,PT,VERACRUZ,5.58%,3.34%,7.46%
E30D15,ORIZABA,PT,VERACRUZ,1.57%,0.14%,2.76%
E30D1,PANUCO,PT,VERACRUZ,0.84%,0,2.39%
E30D6,PAPANTLA DE OLARTE,PT,VERACRUZ,1.81%,1.35%,2.20%
E30D5,POZA RICA DE HIDALGO,PT,VERACRUZ,3.26%,0,6.74%
E30D19,SAN ANDRES TUXTLA,PT,VERACRUZ,2.57%,1.46%,3.50%
E30D2,TANTOYUCA,PT,VERACRUZ,0.97%,0,2.42%
E30D3,TUXPAN DE RODRIGUEZ CANO,PT,VERACRUZ,0.91%,0,2.05%
E30D12,VERACRUZ,PT,VERACRUZ,0.71%,0.05%,1.27%
E30D4,VERACRUZ,PT,VERACRUZ,0.75%,0,1.91%
E30D10,XALAPA,PT,VERACRUZ,2.38%,1.90%,2.77%
E30D8,XALAPA,PT,VERACRUZ,1.04%,0,2.15%
E30D18,ZONGOLICA,PT,VERACRUZ,2.34%,0.81%,3.63%
E31D3,MERIDA,PT,YUCATÁN,0.00%,0,-0.28%
E31D4,MERIDA,PT,YUCATÁN,0.00%,0,0.95%
E31D2,PROGRESO,PT,YUCATÁN,0.63%,0,1.42%
E31D5,TICUL,PT,YUCATÁN,0.52%,0,1.61%
